time,max,min
2021-06-13,31.6,29.1
2021-06-14,32.2,29.8
2021-06-15,33.3,30.2
2021-06-16,33.5,30.5
2021-06-17,33.2,29.0
2021-06-18,29.0,26.9
2021-06-19,27.1,25.6
2021-06-20,26.3,24.7
2021-06-21,28.5,25.3
2021-06-22,30.0,26.9
2021-06-23,31.0,27.8
2021-06-24,31.9,28.7
2021-06-25,32.4,29.4
2021-06-26,33.4,30.0
2021-06-27,33.0,30.6
2021-06-28,32.0,29.4
2021-06-29,30.8,29.4
2021-06-30,30.0,28.4
2021-07-01,7.6,5.0
2021-07-02,14.5,12.5
2021-07-03,11.7,10.5
2021-07-04,16.7,15.7
2021-07-05,24.0,22.4
2021-07-06,30.7,26.3
2021-07-07,34.500001,30.9
2021-07-08,33.800001,30.9
2021-07-09,29.1,26.6
2021-07-10,25.1,22.6
2021-07-11,21.4,14.2
2021-07-12,15.9,14.3
2021-07-13,35.100001,32.2
2021-07-14,35.600001,32.2
2021-07-15,35.900001,32.9
2021-07-16,36.000001,33.0
2021-07-17,34.600001,32.2
2021-07-18,32.2,30.0
2021-07-19,32.2,29.3
2021-07-20,31.9,29.0
2021-07-21,33.1,29.1
2021-07-22,33.600001,30.5
2021-07-23,33.5,30.8
2021-07-24,33.2,30.7
2021-07-25,32.8,30.3
2021-07-26,33.1,30.5
2021-07-27,33.4,30.6
2021-07-28,33.2,30.6
2021-07-29,33.5,30.5
2021-07-30,33.900001,31.5
2021-07-31,34.000001,31.1
2021-08-01,7.5,4.5
2021-08-02,13.3,10.9
2021-08-03,12.1,10.5
2021-08-04,16.7,15.4
2021-08-05,26.2,22.6
2021-08-06,31.6,27.5
2021-08-07,33.900001,31.4
2021-08-08,33.800001,31.5
2021-08-09,30.3,27.1
2021-08-10,23.1,22.6
2021-08-11,16.0,13.7
2021-08-12,15.4,13.9
2021-08-13,31.3,27.0
2021-08-14,27.7,25.9
2021-08-15,27.8,26.8
2021-08-16,30.4,27.3
2021-08-17,31.2,28.5
2021-08-18,31.3,28.2
2021-08-19,32.1,29.2
2021-08-20,33.700001,30.2
2021-08-21,32.8,30.1
2021-08-22,33.600001,31.4
2021-08-23,33.700001,31.5
2021-08-24,32.8,27.3
2021-08-25,28.8,26.8
2021-08-26,27.4,25.1
2021-08-27,26.2,25.0
2021-08-28,28.7,25.5
2021-08-29,31.4,27.8
2021-08-30,33.3,29.6
2021-08-31,34.400001,30.7
2021-09-01,8.3,5.3
2021-09-02,11.3,10.8
2021-09-03,12.9,11.7
2021-09-04,18.7,15.9
2021-09-05,28.4,24.1
2021-09-06,31.9,28.9
2021-09-07,33.3,31.3
2021-09-08,34.400001,30.8
2021-09-09,31.8,28.7
2021-09-10,22.9,22.3
2021-09-11,17.2,14.2
2021-09-12,16.6,14.7
2021-09-13,32.0,29.6
2021-09-14,32.1,28.5
2021-09-15,32.5,29.1
2021-09-16,32.7,29.4
2021-09-17,33.1,29.6
2021-09-18,33.900001,30.4
2021-09-19,34.700001,29.3
2021-09-20,30.3,28.4
